case_id,case_outcome,case_title,case_text
Case22847,considered,Sheldon v Metro-Goldwyn Pictures Corporation 106 F2d 45 (1939),"(c) TS Production's registration under Title 17 is a clear invocation of the protection of the US copyright regime. The effect of that invocation is that under Art 5(2) of the Berne Convention, claims in the United States are governed by US law. (d) Drew Pictures has also sought to avail itself of the protection of US Copyright law. (e) The Film and the screenplay were first published in the United States. Accordingly that country is their ""country of origin"" under Art 5(4) of the Convention. (f) Title 17 grants copyright protection to joint authors of cinematograph films. If Mr Heriot makes out his case as a co-author of the screenplay and a director of the Film, he is entitled to copyright protection in the US, and it is irrelevant whether the works were conceived in Australia or partly made here. (g) Article 14bis(2)(a) of the Convention allows the US to legislate for ownership of copyright in a cinematograph film, and US law makes provision for joint ownership in films, which counsel submitted the Act does not appear to do. (h) Mr Reichman's expert evidence should be preferred to that of Mr Geller. Mr Geller's reliance on Itar-Tass is misplaced. Here the works were first published in the United States. That is their country of origin. Further, Itar-Tass observed that although the Berne Convention does not purport to settle all questions of copyright ownership, Art 14bis(2)(a) does deal with ownership of copyright in cinematic films this very case. (i) Australian law will apply in the proceeding in this Court. Title 17 will apply to the Illinois proceeding. There is no identity of issues because the two statutory regimes are different. On that basis there can be no anti-suit injunction to stop the respondents prosecuting their claim in the Illinois proceeding. (j) US domestic law will apply to infringement in the Illinois proceeding: Itar-Tass . (k) Where initial infringement occurs in the United States and subsequent infringement occurs elsewhere, United States law allows the recovery of damages for external infringement, at least if there is a causal link between the infringements: Sheldon v Metro-Goldwyn Pictures Corporation 106 F2d 45 (1939). That is not the position in Australia: s 101(1) of the Act. Thus a cross claim for infringement in this proceeding would only cover damages for infringement in Australia. (l) Joint authors of films are not known to Australian law, and that is the central claim in the Complaint. The declarations sought in the Illinois proceeding that the works are joint works, that the respondents can exploit the works independently of TS Production, and that Mr Heriot is a co-author of the works, are not available under Australian law. It is common ground that amendment of the United States copyright register can only be ordered by a United States court. (m) The provisions of the Act relied on, namely ss 22(4) and 98, are quite different from the co-ownership provisions in Title 17 on which the respondents rely in the Illinois proceeding. 73 The respondents contend that the Illinois court is able to make an award of damages or loss of profits by reference to infringements occurring outside the United States. Reliance is placed on the decision of the Court of Appeals for the Second Circuit in Sheldon v Metro-Goldwyn Pictures Corporation 106F 2d 45 (1939). The respondents rely, by analogy, on CSR Ltd v Cigna Insurance Australia Ltd [1997] HCA 33 ; (1997) 189 CLR 345 , where an influential factor in holding that the New South Wales proceeding was oppressive was that CSR could not there pursue its claim for statutory damages under the Sherman Act . However no expert gave evidence here that the Illinois court could make an award of damages or loss of profits by reference to infringements occurring outside the United States. Accordingly I am not at liberty to act in reliance on Sheldon . This is the more so because one of the commentaries to which I was referred spoke only of ""sporadic cases"" adopting the Sheldon approach, which the authors say is a doctrine invoked ""relatively infrequently"", and which ""many cases ignore"": Nimmer on Copyright (2007) SS14-05. Accordingly I have not taken into account this possible advantage to the respondents."
Case22851,cited,Australasian Meat Industry Employees' Union v Mudginberri Station Pty Ltd (1985) 9 FCR 425,"Mr Hahnheuser was the principal actor in the three episodes that made up the conduct. He was the one mixing the ham and water in the bathroom, putting the mixture into the water container, distributing the ham and tainted water in the feedlot and giving the interviews. His name appears on the Press Alert. He did not act alone, however. At least one other person was present in the bathroom at the motel, to operate the video camera. At least two other persons were present with Mr Hahnheuser in the feedlot, one operating the video camera and one shown in the video walking with Mr Hahnheuser, wearing a tee-shirt similar to that worn by Mr Hahnheuser. In some of the television interviews, there are two people shown standing behind Mr Hahnheuser, holding up signs shaped like animals, with slogans written on them. The person whose name was given as Diana Simpson made the booking for the motel room used, and was present at the time. The person whose name was given as Mark Pearson paid for the room. The name Mark Pearson also appears on the Press Alert. In the course of his interviews, Mr Hahnheuser made admissions that there were other persons with him in the feedlot. He described what had happened as an operation that was carefully designed and planned, involving detailed investigations in advance and reconnaissance over a number of days, and as being ""highly organised"". It is clear that the other persons involved were willing participants; there is nothing to suggest that they were coerced, so as to prevent them from being taken to have acted in concert with Mr Hahnheuser. See Epitoma Pty Ltd v Australasian Meat Industry Employees Union (1984) 3 FCR 55 at 61-63. The activities of Mr Hahnheuser and the other persons with him had the element of contemporaneousness sometimes said to be necessary for a finding of conduct in concert to be made. See Australasian Meat Industry Employees' Union v Mudginberri Station Pty Ltd (1985) 9 FCR 425 at 433 per Keely and Pincus JJ."
Case22856,cited,Epitoma Pty Ltd v Australasian Meat Industry Employees Union (1984) 3 FCR 55,"Mr Hahnheuser was the principal actor in the three episodes that made up the conduct. He was the one mixing the ham and water in the bathroom, putting the mixture into the water container, distributing the ham and tainted water in the feedlot and giving the interviews. His name appears on the Press Alert. He did not act alone, however. At least one other person was present in the bathroom at the motel, to operate the video camera. At least two other persons were present with Mr Hahnheuser in the feedlot, one operating the video camera and one shown in the video walking with Mr Hahnheuser, wearing a tee-shirt similar to that worn by Mr Hahnheuser. In some of the television interviews, there are two people shown standing behind Mr Hahnheuser, holding up signs shaped like animals, with slogans written on them. The person whose name was given as Diana Simpson made the booking for the motel room used, and was present at the time. The person whose name was given as Mark Pearson paid for the room. The name Mark Pearson also appears on the Press Alert. In the course of his interviews, Mr Hahnheuser made admissions that there were other persons with him in the feedlot. He described what had happened as an operation that was carefully designed and planned, involving detailed investigations in advance and reconnaissance over a number of days, and as being ""highly organised"". It is clear that the other persons involved were willing participants; there is nothing to suggest that they were coerced, so as to prevent them from being taken to have acted in concert with Mr Hahnheuser. See Epitoma Pty Ltd v Australasian Meat Industry Employees Union (1984) 3 FCR 55 at 61-63. The activities of Mr Hahnheuser and the other persons with him had the element of contemporaneousness sometimes said to be necessary for a finding of conduct in concert to be made. See Australasian Meat Industry Employees' Union v Mudginberri Station Pty Ltd (1985) 9 FCR 425 at 433 per Keely and Pincus JJ."
Case22871,discussed,Heskell v Continental Express Ltd [1950] 1 All ER 1033,"In Heskell v Continental Express Ltd [1950] 1 All ER 1033 at 1046-1048 Devlin J discussed the operation of concurrent causes on the ability of a plaintiff to recover damages in both tort and contract. He concluded that whatever the true rule of causation may be, if a breach of contract is one of two causes, both co-operating and both of equal efficacy, it was sufficient to entitle the plaintiff to recover damages for breach of contract: Heskell [1950] 1 All ER at 1049."
Case22880,cited,The Torenia [1983] 2 Lloyd's Rep 210,"At the end of the day, the question of whether a carrier can rely upon an immunity under Art IV r 2 must be answered by reference to all the circumstances of a particular case: Gamlen Chemical 147 CLR at 165 per Mason and Wilson JJ. Where the facts disclose that a loss was caused by the concurrent effects of an excepted and non-excepted circumstance, the carrier remains liable. The carrier will only escape liability if it proves that the loss or damage was caused by an excepted circumstance alone: cannot The Torenia [1983] 2 Lloyd's Rep 210 at 218; see also Tetley W, Marine Cargo Claims (3 rd ed, 1988) p 328."
Case22883,discussed,Australian Olives Limited v Stout [2007] FCA 1958,"for Huntley referred to a statement by Greenwood J in Australian Olives Limited v Stout [2007] FCA 1958 at [33] where his Honour observed: In order to maintain continuity for those persons dealing with the register, a company recorded by ASIC as a responsible entity of a registered scheme remains the responsible entity until the record is altered to name the new entity, notwithstanding anything in Division 2. This passage paraphrases subs(1) of s 601FJ and adds an explanation of the purpose of the provision, namely, ""to maintain continuity for those persons dealing with the register"". I do not see any inconsistency between the passage quoted and my construction of s 601FJ(1). The passage quoted applies comfortably to AOL's position. Even on the assumption that there was a valid removal of AOL and appointment of Huntley, those who had dealt with AOL on the faith of the register would be safe in continuing to do so until the register was altered to name Huntley as the new RE. Counsel for Huntley suggests that my construction would lead to intolerable outcomes for innocent third parties, who would be in a quandary as to which company they should deal with as RE. It is true that at the present time, for example, according to the construction I have suggested, Huntley's status as registered RE might be falsified, so that a person dealing with Huntley in reliance on the register might subsequently discover that AOL was the RE. However, the person would have the benefit of the prima facie evidence constituted by the register, which would have to be displaced by evidence, and would have a claim against Huntley for breach of an implied warranty that it was the RE and therefore trustee for the scheme members (see s 601FC(2) of the Act). In any event, the construction urged by Huntley can also lead to difficulty in that the true RE would be denied that status, even if it placed convincing proof of it before the person, unless and until the dispute between the rivals for the position of RE was resolved and ASIC altered the register. Whatever course is followed, the disconformity between the true facts and those suggested by the registration could be a potential cause of hardship and loss in particular circumstances that can be hypothesised."
Case22913,cited,Muroa Pty Ltd v O'Meara (1997) 15 ACLC 1427,"It is possible for a liquidator to secure from this Court or another invested with jurisdiction under the Corporations Act an order vesting in him in his official capacity some or all of the property of a corporation being wound up in insolvency: s 474(2) of the Corporations Act . However, as is noted in the definitive Australian text on corporate insolvency law, McPherson's Law of Company Liquidation, p 7-1053, such applications are uncommon given the wide powers conferred on liquidators by the Corporations Act . At least in some jurisdictions, one circumstance which might prompt a liquidator to seek such an order is a need in the course of a liquidation to lodge a caveat: Re Application by the Liquidator of Haupiri Courts Ltd [1969] NZLR 348; Muroa Pty Ltd v O'Meara (1997) 15 ACLC 1427."
Case22916,cited,Re Application by the Liquidator of Haupiri Courts Ltd [1969] NZLR 348,"It is possible for a liquidator to secure from this Court or another invested with jurisdiction under the Corporations Act an order vesting in him in his official capacity some or all of the property of a corporation being wound up in insolvency: s 474(2) of the Corporations Act . However, as is noted in the definitive Australian text on corporate insolvency law, McPherson's Law of Company Liquidation, p 7-1053, such applications are uncommon given the wide powers conferred on liquidators by the Corporations Act . At least in some jurisdictions, one circumstance which might prompt a liquidator to seek such an order is a need in the course of a liquidation to lodge a caveat: Re Application by the Liquidator of Haupiri Courts Ltd [1969] NZLR 348; Muroa Pty Ltd v O'Meara (1997) 15 ACLC 1427."
Case22922,applied,Croker v Philips Electronics Australia Limited [2000] FCA 1731,"dealing with such an application, the Court has a discretion which must be exercised judicially. The likelihood of leave to appeal being granted is a relevant consideration ( Deighton v Telstra Corporation Ltd [1997] FCA 1568). The applicant must also explain the delay (see Croker v Philips Electronics Australia Limited [2000] FCA 1731)."
Case22924,applied,Deighton v Telstra Corporation Ltd [1997] FCA 1568 ,"dealing with such an application, the Court has a discretion which must be exercised judicially. The likelihood of leave to appeal being granted is a relevant consideration ( Deighton v Telstra Corporation Ltd [1997] FCA 1568). The applicant must also explain the delay (see Croker v Philips Electronics Australia Limited [2000] FCA 1731)."
Case22929,applied,Jess v Scott (1986) 12 FCR 187,"The primary application before me is, of course, an application pursuant to Order 52 rule 15(2) of the Federal Court Rules to allow the filing and service of the notice of appeal out of time. That rule is only activated if there are present special reasons. What is connoted by the concept of special reasons is discussed in the Full Court's decision in Jess v Scott (1986) 12 FCR 187 at 195 in the following terms: ... an expression describing a flexible discretionary power, but one requiring a case to be made upon grounds sufficient to justify a departure, in the particular circumstances, from the ordinary rule prescribing a period within which an appeal must be filed and served. 9 I do not think that the explanation which has been proffered for the delay constitutes special circumstances. The affidavit material proffered by the applicant this morning did not disclose anything other than that he had missed the time limit because he had made an ongoing ministerial intervention request. That would not constitute a special reason. The mere fact that one avenue is being pursued does not justify not pursuing another. Certainly, even to the extent that it could, that extent could not be described as constituting special reasons. 10 When the matter came before me this morning the applicant also relied on some correspondence which was tendered. That correspondence does not establish anything other than that he sought to withdraw his application for a bridging visa. That does not constitute special reasons or, indeed, any reasons at all. In all those circumstances, but particularly having regard to the apparent futility of the proposed appeal, it is inappropriate to exercise the discretion in the applicant's favour. It follows that the application for an extension of time pursuant to Order 52 rule 15(2) must be dismissed."
Case22950,applied,"Ancher, Mortlock, Murray &amp; Woolley Pty Ltd v Hooker Homes Pty Ltd [1971] 2 NSWLR 278","While the above considerations are, typically, considered in a cumulative sense, I will address each of them in turn. Ultimately, however, whether the Alleged Infringing Works are, in each case, sufficiently similar to the Copyright Works such as to amount to a reproduction of a substantial part of these or any of these, is for the Court to determine and the Court will be assisted by expert evidence which ""is of value in exposing the facets of the ultimate question to which the expert opinion evidence is directed"": Ancher, Mortlock, Murray &amp; Woolley Pty Ltd v Hooker Homes Pty Ltd [1971] 2 NSWLR 278 at 286. 29 The question is whether the alfresco quadrant in each of the Seattle 31 and Memphis 33 plans and homes constitutes a substantial part of each plan and home in the Alleged Infringing Works within the meaning of s 14 of the Act. The applicants submitted that this is the case for a number of reasons. 30 First, the applicants asserted that the alfresco quadrant was the main communal living area of the home hence the design was of qualitative significance. As a corollary, it was submitted that the orientation of the kitchen was important, being at the ""hub"" of the design, which could be viewed from all rooms within the alfresco quadrant. 54 Consistent with the above analysis, it has been suggested that where subjective copying is found, the task of proving objective similarities of what was taken was a ""substantial part"" of the protected work becomes ""easier"" to find: see Eagle Homes and Ancher, Mortlock, Murray &amp; Woolley Pty Ltd at 289. 55 My findings below of subjective copying have enabled me more readily to find objective similarities between the Alleged Infringing Works and the Copyright Works. 115 Where objective similarities are so close that it is open to the Court to draw an inference of copying, then such an inference may be rebutted by the respondents by evidence which explains the provenance of the similarities other than as the result of copying the applicants' copyright works: Pacific Gaming at [19] citing Ibcos Computers Ltd v Barclays Mercantile Highland Finance Ltd [1994] FSR 275, at 296-297; Ancher, Mortlock, Murray &amp; Woolley Pty Ltd at 284; Francis Day &amp; Hunter Ltd v Bron [1963] Ch 587 at 614."
Case22963,applied,Kenrick &amp; Co v Lawrence &amp; Co (1890) 25 QBD 99,"The application of copyright law to project homes and designs is not without difficulty. The competing concepts in copyright law of 'ideas' and 'expression of ideas' underpin the difficulty: Kenrick &amp; Co v Lawrence &amp; Co (1890) 25 QBD 99 provides an apt illustration. In that case, the author had printed a card that assisted illiterate voters. The card's design was simple. The design depicted a hand holding a pencil in the act of completing a cross within a square. Willis J held that the copyright protection sought would protect the idea rather than the expression alone, since ""a square can only be drawn as a square, a cross can only be drawn as a cross, and for such purposes as the plaintiff's drawing was intended to fulfil, there are scarcely more ways than one of drawing a pencil or the hand that holds it"": Kenrick at 104. The case is an extreme example, but gives expression to the idea-form dichotomy. 62 The respondents point to the fact that the doors and windows are differently sized and positioned. These differences, it was submitted, were highly significant given the asserted limited scope for variation in what they described as the very restrictive part of the plan relied upon by the applicants. Kenrick was used to support the respondents' submission. I disagree. This is not a "" Kenrick ""-like case, where there was only one means of expressing the idea of a hand ticking a box. Instead, it conforms with what Wilcox and Lindgren JJ stated in Tamawood , that ""broad functional requirements can be satisfied in more ways that one"" at [56]. The evidence discloses that there are a number of ways of incorporating an alfresco in combination with a kitchen, living, dining and rumpus. Accordingly, the plan as expressed in the Seattle 31 design is far from obvious, as contended by the respondents' counsel and witnesses. I reject the submission that the design of the alfresco quadrant was 'obvious'. For example, there was no necessity for the shape of the alfresco to be rectangular: there are examples of angled rectangular shapes in the prior art. Longer rectangular features, squares and other shapes thus were possible options."
Case22965,cited,Klissers Bakeries v Harvest Bakeries (1985) IPR 533,"In other words, if an unoriginal part of the whole is taken that does not represent a substantial part of the labour, skill and judgment of the author that made the whole work 'original', then there is no infringement: Powerflex at [32]. See also, Klissers Bakeries v Harvest Bakeries (1985) IPR 533 and Dixon Investments and Nine Network Australia Pty Ltd v IceTV Pty Ltd [2007] FCA 1172."
Case22968,applied,Lend Lease Homes Pty Ltd v Warrigal Homes Pty Ltd [1970] 3 NSWR 265,"To establish infringement in three dimensions from the applicants' plans, the test is still a visual one and it is necessary here to establish that a substantial part of each of the Alleged Infringing Works resembles visually a substantial part of those plans, namely the alfresco quadrant: see further Lend Lease Homes Pty Ltd v Warrigal Homes Pty Ltd [1970] 3 NSWR 265, 273-274; LED Builders Pty Ltd and, in relation to the Copyright Act 1911 , see Chabot v Davies [1936] 3 All ER 221 at 227-228. 77 In Lend Lease , the Court reached a conclusion of objective similarity by looking at photographs of the three dimensional structures and comparing them to the plans. However, a visual inspection is perhaps a more telling means of determining this question. I certainly found my inspections in the present case to be most helpful in my analysis. Such inspections occurred in Henley Arch Pty Ltd 41 IPR 443. 78 In this regard, it is important, when considering resemblance from two to three dimensions, to take account of all the matters appearing on the two dimensional floor plans, including the relationship of the rooms and spaces to each other and their approximate dimensions, as indicated in the plan. 79 On the third day of the trial, I inspected a range of properties that were the subject of evidence in two-dimensional form. As to the Prada 35, my impression of a light and spacious interior was derived not from any one particular feature but from the combination of features. The most distinctive features of the Prada 35 home comprised a central hallway leading into a central hub that incorporated: &#8226; the kitchen/dining area (note that the dining room in the Prada 35 is equivalent to the meals room in the Seattle 31); &#8226; the family/living area; &#8226; the alfresco; and &#8226; the rumpus room all under a single ('hip') roof-line. 82 My personal inspection of the alfresco quadrant in the Prada 35 home demonstrated a close resemblance to that in the Seattle 31 plan: Lend Lease ; LED Builders Pty Ltd . The Prada 35 home also closely resembles the Memphis 33 plan. Accordingly, there is sufficient objective similarity between the two works so as to satisfy the relevant limb of the infringement test espoused in SW Hart . Functional and common stock considerations have been assessed earlier in the judgment, where I compare the Seattle 31 plan and the Prada 35 plan. My findings there in favour of the applicants are similarly found with respect to the Seattle 31 plan and the Prada 35 home in three dimensional form."
Case22969,cited,Milpurrurru &amp; Ors v Indofurn Pty Ltd (1994) 30 IPR 209,"The substantial part inquiry ""imputes questions of fact and degree"": Tamawood at [51]. What is important is the quality of the part taken, rather than its quantity: SW Hart at 474-5; see also Tamawood at [50] and Milpurrurru &amp; Ors v Indofurn Pty Ltd (1994) 30 IPR 209 at 230 where the Court, in considering the qualitative worth of a part of Aboriginal artwork reproduced on carpets, stated: Although as a proportion either of the total artwork, or the total carpet, the area of copied material in comparison with the whole is not great, in a qualitative sense the copying is substantial. The pattern taken from the artwork constitutes the striking feature of the carpet. And again a predominant consideration is the animus furandi of those responsible for the design...."
Case22970,cited,Nationwide News Pty Ltd v Copyright Agency Ltd (1996) 34 IPR 53,"Quantitatively, also, the alfresco quadrant is substantial: it covers about one third of the floor area of the home: see Nationwide News Pty Ltd v Copyright Agency Ltd (1996) 34 IPR 53, where the Court looked at both qualitative and quantitative aspects. While quantitative aspects of the copyright works are of less importance to that of qualitative aspects, I will not disaggregate the fact that the alfresco quadrant constitutes a significant portion of the floor space of the Seattle 31 design. On the contrary, the fact that it covers about one third of the area gives weight to its significance. 42 It follows that I hold that the alfresco quadrant to be a substantial part of the Copyright Works."
Case22971,cited,Nine Network Australia Pty Ltd v IceTV Pty Ltd [2007] FCA 1172,"In other words, if an unoriginal part of the whole is taken that does not represent a substantial part of the labour, skill and judgment of the author that made the whole work 'original', then there is no infringement: Powerflex at [32]. See also, Klissers Bakeries v Harvest Bakeries (1985) IPR 533 and Dixon Investments and Nine Network Australia Pty Ltd v IceTV Pty Ltd [2007] FCA 1172."
Case22974,cited,Skybase Nominees Pty Ltd v Fortuity Pty Ltd (1996) 36 IPR 529,"Copying is a question of fact: Skybase Nominees Pty Ltd v Fortuity Pty Ltd (1996) 36 IPR 529 at 531. Generally, access to the copyright works combined with the sufficient objective similarities between the copyright works and the alleged infringing works are relevant. It enables the Court to conclude that independent creation is unlikely and that actual copying has occurred, as I find below: Clarendon at [27]; Pacific Gaming Pty Ltd v Aristocrat Leisure Industries Pty Ltd [2001] FCA 1636 ; (2001) 116 FCR 448 at [19] ."
Case22975,cited,Spectravest Inc v Aperknit Ltd [1988] FSR 161,"As rightly pointed out in Eagle Homes the word ""reproduction"" is not defined in the Act. Its ordinary meaning, however, is to ""make a copy, representation, duplicate, or close imitation of"" (Macquarie Dictionary) or ""repeat in a more or less exact copy; produce a copy or representation of"" (New Shorter Oxford English Dictionary). The question that follows from this is: how much of the copyright work must be reproduced before it can be said that the 'work' has been reproduced and how similar must it be to the copyright work? See Eagle Homes at [70]. There Lindgren J considered how s 14(1) and s 31(1)(b)(i) of the Act interrelate as applied to the ""Paterson"" and ""Kookaburra"" project homes that were the subject of the litigation. At [70] to [71], his Honour stated: The effect of s 14(1) of the Act is that the reference in s 31(1)(b)(i) to reproducing an artistic work in a material form includes a reference to reproducing a substantial part of such a work in a material form. In terms, this provision acknowledges a distinction between the undifferentiated whole of a copyright work and a substantial part of it. The 'Paterson' does not reproduce exactly the whole of the 'Kookaburra'. Copinger and Skone James on Copyright (13th ed, 1991), par 8 20 states as follows: ... Alternatively, the defendant's work may have been taken from part only of the plaintiff's work. Here, the defendant's work may be an exact reproduction of that part of the plaintiff's work or it may only to a greater or lesser degree resemble that part. In this alternative class of case, the first step is to identify the part of the plaintiff's work which is alleged to have been reproduced and then decide whether it constitutes a substantial part of the plaintiff's work. If it does, but it is not an exact copy of that part, it must then be decided whether it is a reproduction or colourable imitation of that part of the plaintiff's work. [ Spectravest Inc v Aperknit Ltd [1988] FSR 161]. 244 The Coburn design raises some different considerations. As Dr Cooke points out, the alfresco, dining and sitting areas in the Coburn, compared with the Prada 35, have been repositioned such that the rumpus (or home theatre) opens to the dining area, whereas the Seattle 31 alfresco space is bordered by the rumpus room and meals area. This, he said, results in plans less similar to the Seattle 31 than the Prada 35 plans. Still, his view was that the Coburn plans had been derived by reference to the Seattle 31 plans via modified Prada 35 plans. I accept this opinion and it conforms with my own impressions. The alfresco area, even though repositioned, is under one roof-line and on my view of the home, maintained the same distinct and significant impression. The changes are minor and inconsequential: Spectravest Inc v Aperknit Ltd [1988] FSR 161. 245 Again, I have accepted the expert opinion evidence of Dr John Cooke to the effect that the alfresco quadrant in each of the Tyrell 29, the Connolly 30 and the Streeton 34 plans and homes were subject to minor modifications, essentially the same as the Seattle 31 plan and home. This is so whether the comparison is plan to plan, home to home or plan to home. These opinions involving comparisons with the Seattle 31 plan and home were generally also applicable to the same comparisons but involving the Memphis 33 plan and home. This too was the case in comparisons between the Memphis 33 plan and home and the Coburn plan and home. 246 I have again not, for reasons I explain below, afforded any weight to the opinion of Mr John Permewan."
